OrderItemID,OrderID,MenuID,Quantity
OI011790,O005341,M206,1
OI011791,O002155,M026,1
OI011792,O002219,M203,3
OI011793,O019274,M172,2
OI011794,O001945,M054,1
OI011795,O017264,M082,2
OI011796,O000073,M121,1
OI011797,O006839,M079,1
OI011798,O008927,M096,2
OI011799,O002294,M205,3
OI011800,O006242,M033,1
OI011801,O010877,M054,1
OI011802,O004868,M057,2
OI011803,O004870,M158,3
OI011804,O005335,M212,2
OI011805,O014329,M210,3
OI011806,O017073,M056,1
OI011807,O012941,M243,1
OI011808,O013624,M114,1
OI011809,O008435,M224,1
OI011810,O001046,M240,2
OI011811,O011495,M016,1
OI011812,O007355,M011,2
OI011813,O012126,M200,3
OI011814,O007740,M216,1
OI011815,O010618,M046,3
OI011816,O019143,M200,3
OI011817,O001894,M179,1
OI011818,O009951,M102,1
OI011819,O008897,M100,1
OI011820,O008961,M206,1
OI011821,O011685,M216,3
OI011822,O012245,M028,1
OI011823,O016323,M132,1
OI011824,O018652,M064,2
OI011825,O012812,M048,2
OI011826,O002065,M125,2
OI011827,O004479,M094,2
OI011828,O014798,M176,3
OI011829,O001961,M169,2
OI011830,O001911,M250,2
OI011831,O009134,M012,3
OI011832,O013326,M143,2
OI011833,O001006,M232,3
OI011834,O010735,M224,1
OI011835,O016019,M100,2
OI011836,O003091,M022,2
OI011837,O014656,M040,3
OI011838,O004979,M230,1
OI011839,O015963,M103,3
OI011840,O009583,M219,1
OI011841,O019549,M082,2
OI011842,O006161,M166,3
OI011843,O008871,M149,3
OI011844,O004283,M195,1
OI011845,O000677,M121,3
OI011846,O001406,M027,1
OI011847,O014039,M013,2
OI011848,O002601,M009,1
OI011849,O015345,M236,2
OI011850,O000914,M095,1
OI011851,O014406,M156,1
OI011852,O003953,M120,3
OI011853,O000491,M219,2
OI011854,O008781,M022,1
OI011855,O006736,M102,3
OI011856,O002835,M013,2
OI011857,O008666,M191,1
OI011858,O009222,M065,2
OI011859,O001149,M238,2
OI011860,O006645,M243,1
OI011861,O013434,M222,3
OI011862,O009345,M023,2
OI011863,O001327,M220,3
OI011864,O009587,M177,3
OI011865,O008740,M021,2
OI011866,O010431,M132,2
OI011867,O002087,M077,1
OI011868,O018039,M124,2
OI011869,O018541,M250,1
OI011870,O007237,M178,2
OI011871,O007934,M018,1
OI011872,O008782,M138,3
OI011873,O018100,M012,1
OI011874,O012832,M052,2
OI011875,O009135,M146,1
OI011876,O007592,M077,2
OI011877,O013861,M182,3
OI011878,O019457,M053,3
OI011879,O006845,M072,1
OI011880,O004427,M250,2
OI011881,O017920,M200,3
OI011882,O010952,M237,3
OI011883,O012566,M079,3
OI011884,O009096,M219,2
OI011885,O006863,M064,1
OI011886,O009210,M140,3
OI011887,O015733,M226,1
OI011888,O000727,M094,1
OI011889,O009592,M177,1
OI011890,O016343,M225,3
OI011891,O015560,M238,2
OI011892,O002117,M034,3
OI011893,O013960,M079,1
OI011894,O004170,M241,3
OI011895,O003670,M121,3
OI011896,O005897,M009,2
OI011897,O000401,M077,1
OI011898,O007752,M188,1
OI011899,O013623,M116,2
OI011900,O006828,M101,1
OI011901,O000327,M061,2
OI011902,O004143,M086,2
OI011903,O001887,M114,3
OI011904,O000845,M247,2
OI011905,O000635,M148,3
OI011906,O005674,M085,2
OI011907,O009219,M216,1
OI011908,O003808,M080,2
OI011909,O011278,M023,3
OI011910,O016374,M175,1
OI011911,O004742,M247,2
OI011912,O015860,M016,2
OI011913,O013174,M146,1
OI011914,O010778,M059,2
OI011915,O011422,M185,1
OI011916,O017296,M181,3
OI011917,O015453,M168,3
OI011918,O006187,M143,3
OI011919,O009331,M022,3
OI011920,O007782,M139,1
OI011921,O000378,M215,1
OI011922,O019253,M245,3
OI011923,O004056,M235,2
OI011924,O018238,M206,3
OI011925,O019512,M119,1
OI011926,O002056,M229,1
OI011927,O001617,M051,1
OI011928,O000674,M164,2
OI011929,O003225,M021,3
OI011930,O006945,M022,1
OI011931,O007333,M086,3
OI011932,O006518,M025,2
OI011933,O009836,M214,1
OI011934,O003941,M119,2
OI011935,O001513,M064,2
OI011936,O014871,M061,2
OI011937,O001506,M087,1
OI011938,O012671,M196,1
OI011939,O014382,M133,1
OI011940,O014093,M177,1
OI011941,O019878,M148,3
OI011942,O010920,M207,2
OI011943,O001734,M042,3
OI011944,O019620,M184,1
OI011945,O015900,M153,2
OI011946,O004285,M053,2
OI011947,O014469,M229,1
OI011948,O012309,M134,1
OI011949,O003743,M148,2
OI011950,O015032,M086,2
OI011951,O000590,M121,1
OI011952,O009927,M108,3
OI011953,O011517,M024,1
OI011954,O010926,M094,3
OI011955,O015688,M235,2
OI011956,O001964,M232,2
OI011957,O012274,M149,2
OI011958,O005817,M005,3
OI011959,O012670,M212,1
OI011960,O017131,M249,2
OI011961,O013212,M067,1
OI011962,O015335,M104,3
OI011963,O015405,M175,1
OI011964,O006104,M188,1
OI011965,O018442,M065,2
OI011966,O018014,M018,1
OI011967,O014194,M124,2
OI011968,O019450,M015,2
OI011969,O016568,M206,1
OI011970,O003394,M199,2
OI011971,O013726,M030,1
OI011972,O003006,M059,1
OI011973,O000423,M244,1
OI011974,O010205,M148,2
OI011975,O006765,M042,1
OI011976,O000680,M113,1
OI011977,O018770,M198,2
OI011978,O008184,M130,3
OI011979,O011315,M150,3
OI011980,O001851,M221,2
OI011981,O017873,M111,1
OI011982,O014261,M097,1
OI011983,O011395,M195,3
OI011984,O017595,M081,2
OI011985,O007808,M228,2
OI011986,O013437,M243,2
OI011987,O014205,M157,3
OI011988,O019442,M058,2
OI011989,O008103,M157,2
OI011990,O006739,M174,1
OI011991,O011700,M113,2
OI011992,O017537,M012,1
OI011993,O019444,M107,1
OI011994,O013521,M155,2
OI011995,O000506,M026,3
OI011996,O018983,M097,1
OI011997,O017297,M150,1
OI011998,O011496,M147,2
OI011999,O006163,M085,3
OI012000,O001283,M019,2
OI012001,O002459,M046,2
OI012002,O004916,M061,2
OI012003,O012516,M188,3
OI012004,O009740,M152,3
OI012005,O010895,M105,3
OI012006,O005721,M193,3
OI012007,O006792,M034,2
OI012008,O005778,M041,3
OI012009,O011815,M232,1
OI012010,O007584,M122,3
OI012011,O015458,M126,2
OI012012,O013784,M104,2
OI012013,O000588,M189,2
OI012014,O003795,M090,2
OI012015,O017047,M108,2
OI012016,O018990,M016,3
OI012017,O016843,M153,3
OI012018,O006193,M017,3
OI012019,O002692,M008,3
OI012020,O009760,M191,1
OI012021,O016540,M126,1
OI012022,O009446,M003,3
OI012023,O017730,M041,3
OI012024,O003022,M202,1
OI012025,O017806,M171,2
OI012026,O003507,M111,2
OI012027,O018737,M038,2
OI012028,O009526,M010,1
OI012029,O008455,M154,2
OI012030,O017636,M204,1
OI012031,O006738,M203,3
OI012032,O019748,M188,3
OI012033,O001462,M211,3
OI012034,O017492,M108,3
OI012035,O007521,M120,1
OI012036,O017784,M146,1
OI012037,O011171,M208,2
OI012038,O002671,M142,1
OI012039,O007348,M203,1
OI012040,O011099,M025,3
OI012041,O012707,M218,1
OI012042,O008546,M087,3
OI012043,O014130,M235,3
OI012044,O015893,M130,1
OI012045,O014697,M228,3
OI012046,O013122,M011,2
OI012047,O003328,M216,2
OI012048,O004149,M231,1
OI012049,O012033,M165,1
OI012050,O004840,M212,3
OI012051,O018781,M016,1
OI012052,O019776,M117,2
OI012053,O008293,M039,3
OI012054,O002008,M188,1
OI012055,O014671,M241,3
OI012056,O003114,M067,3
OI012057,O014403,M027,3
OI012058,O010455,M200,2
OI012059,O000584,M145,3
OI012060,O002324,M024,1
OI012061,O005524,M176,2
OI012062,O009164,M153,2
OI012063,O000970,M106,2
OI012064,O018522,M230,1
OI012065,O016623,M035,3
OI012066,O012348,M062,2
OI012067,O014029,M202,2
OI012068,O007637,M209,3
OI012069,O017159,M005,3
OI012070,O001041,M222,3
OI012071,O005218,M043,1
OI012072,O014409,M232,1
OI012073,O019006,M173,1
OI012074,O007951,M023,1
OI012075,O003678,M168,2
OI012076,O018251,M248,1
OI012077,O015801,M157,1
OI012078,O007216,M137,2
OI012079,O016889,M115,2
OI012080,O004937,M033,2
OI012081,O018996,M051,3
OI012082,O001856,M015,2
OI012083,O017149,M023,3
OI012084,O000320,M105,2
OI012085,O000032,M064,2
OI012086,O006813,M125,1
OI012087,O003553,M003,2
OI012088,O007018,M153,2
OI012089,O013406,M199,1
OI012090,O003673,M012,1
OI012091,O019682,M168,2
OI012092,O011055,M140,1
OI012093,O014079,M132,3
OI012094,O002721,M078,1
OI012095,O016261,M094,2
OI012096,O013942,M144,1
OI012097,O008520,M171,1
OI012098,O006413,M159,3
OI012099,O019905,M115,1
OI012100,O019372,M032,1
OI012101,O002848,M104,1
OI012102,O018016,M229,3
OI012103,O004469,M029,3
OI012104,O007429,M053,1
OI012105,O007379,M179,2
OI012106,O015208,M029,3
OI012107,O009280,M084,2
OI012108,O008659,M227,3
OI012109,O012547,M108,1
OI012110,O018954,M150,2
OI012111,O000604,M196,3
OI012112,O014168,M076,2
OI012113,O015093,M231,2
OI012114,O009057,M092,2
OI012115,O002023,M111,3
OI012116,O003172,M150,2
OI012117,O017803,M017,3
OI012118,O012358,M080,3
OI012119,O014306,M013,1
OI012120,O004978,M052,3
OI012121,O013449,M130,1
OI012122,O017002,M013,1
OI012123,O002190,M159,3
OI012124,O019448,M157,2
OI012125,O010736,M125,2
OI012126,O018301,M224,1
OI012127,O006672,M210,1
OI012128,O017361,M154,3
OI012129,O001785,M202,3
OI012130,O006280,M219,2
OI012131,O002084,M203,2
OI012132,O010855,M126,3
OI012133,O008003,M037,1
OI012134,O006403,M132,1
OI012135,O015409,M053,1
OI012136,O006903,M172,1
OI012137,O017846,M046,2
OI012138,O000668,M026,2
OI012139,O004845,M169,3
OI012140,O010281,M047,3
OI012141,O006874,M210,2
OI012142,O013953,M190,3
OI012143,O007919,M056,1
OI012144,O013572,M084,1
OI012145,O001962,M245,1
OI012146,O009175,M176,1
OI012147,O009272,M174,2
OI012148,O019290,M094,3
OI012149,O002328,M115,3
OI012150,O018240,M103,3
OI012151,O018528,M098,3
OI012152,O015587,M174,2
OI012153,O013035,M065,3
OI012154,O010056,M205,1
OI012155,O010098,M174,1
OI012156,O019824,M118,2
OI012157,O015416,M220,2
OI012158,O017605,M104,2
OI012159,O005064,M128,3
OI012160,O010008,M031,1
OI012161,O016226,M120,3
OI012162,O006779,M115,2
OI012163,O009253,M067,3
OI012164,O013256,M036,1
OI012165,O007535,M132,2
OI012166,O017161,M139,2
OI012167,O003563,M076,2
OI012168,O004832,M140,2
OI012169,O016179,M153,3
OI012170,O016156,M002,2
OI012171,O010366,M229,1
OI012172,O016005,M018,2
OI012173,O017158,M210,2
OI012174,O000706,M049,2
OI012175,O008279,M199,3
OI012176,O001973,M222,3
OI012177,O016170,M064,3
OI012178,O009255,M152,1
OI012179,O001646,M030,2
OI012180,O013438,M107,1
OI012181,O010526,M215,3
OI012182,O015713,M056,2
OI012183,O016234,M215,3
OI012184,O007036,M159,3
OI012185,O018464,M203,1
OI012186,O009613,M018,1
OI012187,O012442,M185,1
OI012188,O019585,M229,3
OI012189,O000148,M190,1
OI012190,O006081,M123,1
OI012191,O002212,M083,2
OI012192,O010102,M020,1
OI012193,O000787,M164,2
OI012194,O005298,M163,3
OI012195,O009415,M210,2
OI012196,O018734,M179,2
OI012197,O006888,M237,3
OI012198,O002239,M105,2
OI012199,O010985,M026,2
OI012200,O009393,M115,3
OI012201,O013958,M070,1
OI012202,O000020,M034,3
OI012203,O007587,M242,1
OI012204,O004517,M004,3
OI012205,O007290,M107,1
OI012206,O018028,M186,1
OI012207,O003966,M078,2
OI012208,O018673,M052,2
OI012209,O013556,M115,3
OI012210,O015884,M138,2
OI012211,O015869,M212,1
OI012212,O002835,M147,1
OI012213,O017777,M127,1
OI012214,O012180,M182,2
OI012215,O019112,M180,3
OI012216,O000966,M095,3
OI012217,O009886,M096,2
OI012218,O017486,M118,1
OI012219,O009487,M229,2
OI012220,O001679,M149,2
OI012221,O003247,M118,3
OI012222,O009079,M010,2
OI012223,O007284,M126,2
OI012224,O006361,M134,1
OI012225,O010142,M167,2
OI012226,O001312,M139,1
OI012227,O019992,M020,3
OI012228,O008093,M162,2
OI012229,O001176,M103,1
OI012230,O011244,M248,2
OI012231,O005415,M146,3
OI012232,O013650,M208,3
OI012233,O015805,M237,1
OI012234,O006858,M119,2
OI012235,O003899,M107,3
OI012236,O012426,M184,3
OI012237,O013187,M143,1
OI012238,O013067,M105,3
OI012239,O000152,M216,1
OI012240,O005501,M048,1
OI012241,O018413,M176,2
OI012242,O017469,M232,3
OI012243,O002566,M095,2
OI012244,O009458,M026,3
OI012245,O000543,M214,1
OI012246,O002245,M134,2
OI012247,O016070,M075,3
OI012248,O019028,M041,1
OI012249,O013655,M116,1
OI012250,O017024,M041,2
OI012251,O019960,M185,3
OI012252,O011113,M055,3
OI012253,O014285,M041,1
OI012254,O018571,M211,1
OI012255,O004348,M015,2
OI012256,O001764,M250,1
OI012257,O017135,M019,3
OI012258,O008922,M238,3
OI012259,O001716,M063,1
OI012260,O015046,M075,3
OI012261,O000169,M096,1
OI012262,O017966,M084,3
OI012263,O018290,M116,1
OI012264,O001430,M178,1
OI012265,O003721,M097,2
OI012266,O007293,M046,3
OI012267,O016612,M051,2
OI012268,O009454,M010,1
OI012269,O009482,M141,3
OI012270,O013357,M122,1
OI012271,O012290,M245,2
OI012272,O008064,M033,3
OI012273,O017042,M105,2
OI012274,O009580,M003,1
OI012275,O009081,M242,2
OI012276,O014283,M028,3
OI012277,O015662,M069,1
OI012278,O017611,M211,2
OI012279,O002885,M155,3
OI012280,O008788,M148,2
OI012281,O005469,M003,2
OI012282,O003816,M054,1
OI012283,O005363,M222,3
OI012284,O017842,M133,1
OI012285,O018172,M167,2
OI012286,O016065,M082,2
OI012287,O012712,M172,1
OI012288,O014227,M058,2
OI012289,O005938,M015,2
OI012290,O019846,M120,1
OI012291,O007606,M020,2
OI012292,O016383,M197,1
OI012293,O003922,M027,3
OI012294,O010903,M101,3
OI012295,O004348,M181,2
OI012296,O002184,M233,1
OI012297,O007321,M138,1
OI012298,O012736,M240,2
OI012299,O003733,M224,3
OI012300,O017543,M114,2
OI012301,O005187,M163,2
OI012302,O002465,M007,2
OI012303,O016853,M121,2
OI012304,O008001,M177,2
OI012305,O014102,M027,2
OI012306,O007616,M011,1
OI012307,O000344,M111,2
OI012308,O009033,M125,3
OI012309,O003131,M145,3
OI012310,O017793,M103,3
OI012311,O004177,M246,2
OI012312,O016851,M106,1
OI012313,O018841,M085,3
OI012314,O002200,M004,2
OI012315,O013007,M011,1
OI012316,O015119,M028,1
OI012317,O008839,M102,3
OI012318,O000311,M119,2
OI012319,O019480,M070,3
OI012320,O010705,M161,3
OI012321,O001425,M041,1
OI012322,O017660,M063,3
OI012323,O014456,M228,3
OI012324,O019410,M067,1
OI012325,O012430,M239,3
OI012326,O005292,M048,1
OI012327,O015072,M004,3
OI012328,O017873,M149,3
OI012329,O018136,M059,1
OI012330,O001637,M065,3
OI012331,O005143,M155,2
OI012332,O019570,M220,3
OI012333,O001003,M186,1
OI012334,O002459,M143,2
OI012335,O000474,M123,2
OI012336,O007047,M187,1
OI012337,O011473,M174,3
OI012338,O007919,M241,2
OI012339,O014651,M132,2
OI012340,O011873,M021,3
OI012341,O008816,M029,2
OI012342,O009654,M193,3
OI012343,O016470,M131,1
OI012344,O015297,M112,2
OI012345,O000120,M068,3
OI012346,O017015,M123,2
OI012347,O000149,M171,2
OI012348,O005691,M072,3
OI012349,O012617,M178,3
OI012350,O003478,M128,1
OI012351,O012742,M180,3
OI012352,O007938,M007,2
OI012353,O004209,M073,1
OI012354,O004874,M124,3
OI012355,O019823,M154,3
OI012356,O000486,M245,3
OI012357,O012779,M011,1
OI012358,O010807,M160,2
OI012359,O002465,M193,2
OI012360,O018449,M040,3
OI012361,O007319,M186,2
OI012362,O014593,M170,2
OI012363,O008204,M046,3
OI012364,O018393,M039,2
OI012365,O001878,M131,2
OI012366,O001242,M199,3
OI012367,O002159,M038,1
OI012368,O010595,M189,1
OI012369,O011607,M099,1
OI012370,O016011,M137,2
OI012371,O016446,M245,1
OI012372,O010610,M151,2
OI012373,O002196,M077,1
OI012374,O019087,M093,3
OI012375,O000420,M188,3
OI012376,O000280,M124,3
OI012377,O012216,M199,1
OI012378,O014614,M070,2
OI012379,O014638,M188,2
OI012380,O003072,M112,2
OI012381,O011307,M030,2
OI012382,O008509,M212,2
OI012383,O007454,M074,2
OI012384,O008249,M103,3
OI012385,O014767,M201,2
OI012386,O000075,M219,2
OI012387,O004705,M226,3
OI012388,O014173,M004,2
OI012389,O012336,M060,1
OI012390,O015320,M034,3
OI012391,O017595,M243,2
OI012392,O002327,M100,3
OI012393,O006213,M023,2
OI012394,O017975,M244,2
OI012395,O013199,M087,3
OI012396,O010301,M229,2
OI012397,O008589,M004,3
OI012398,O018664,M077,1
OI012399,O013186,M216,1
OI012400,O019396,M171,1
OI012401,O011503,M048,3
OI012402,O009272,M007,3
OI012403,O003214,M064,3
OI012404,O016848,M048,3
OI012405,O008028,M038,2
OI012406,O017238,M233,3
OI012407,O017296,M040,2
OI012408,O003978,M147,2
OI012409,O016103,M205,2
OI012410,O001012,M247,1
OI012411,O007559,M239,1
OI012412,O006027,M113,2
OI012413,O016623,M102,3
OI012414,O015391,M109,2
OI012415,O017113,M030,2
OI012416,O018974,M229,3
OI012417,O017452,M222,2
OI012418,O016942,M137,2
OI012419,O008271,M163,3
OI012420,O016866,M099,3
OI012421,O014984,M190,3
OI012422,O010456,M152,1
OI012423,O000694,M216,1
OI012424,O003331,M218,2
OI012425,O018193,M113,3
OI012426,O019686,M200,2
OI012427,O001434,M207,2
OI012428,O012426,M236,2
OI012429,O019004,M010,1
OI012430,O005210,M099,1
OI012431,O019110,M045,3
OI012432,O015239,M114,3
OI012433,O017031,M115,3
OI012434,O011738,M227,2
OI012435,O016585,M073,1
OI012436,O005455,M203,2
OI012437,O016423,M240,3
OI012438,O008429,M003,3
OI012439,O011740,M065,1
OI012440,O019728,M057,2
OI012441,O013998,M017,3
OI012442,O014994,M007,2
OI012443,O006204,M167,2
OI012444,O013791,M046,2
OI012445,O008414,M052,1
OI012446,O013244,M121,2
OI012447,O004041,M019,3
OI012448,O016382,M171,2
OI012449,O018209,M014,2
OI012450,O012231,M243,1
OI012451,O010595,M154,3
OI012452,O008635,M089,1
OI012453,O011578,M035,3
OI012454,O014692,M041,1
OI012455,O016692,M135,2
OI012456,O001489,M147,2
OI012457,O013021,M099,2
OI012458,O007314,M153,2
OI012459,O016872,M063,2
OI012460,O010437,M226,3
OI012461,O013440,M041,3
OI012462,O003421,M027,1
OI012463,O018030,M221,2
OI012464,O018152,M221,3
OI012465,O010027,M177,3
OI012466,O000634,M143,3
OI012467,O008856,M038,3
OI012468,O009114,M182,2
OI012469,O005648,M141,2
OI012470,O013730,M079,2
OI012471,O004354,M152,1
OI012472,O008317,M154,1
OI012473,O000766,M205,2
OI012474,O005890,M221,3
OI012475,O011362,M211,3
OI012476,O005939,M170,2
OI012477,O017803,M202,1
OI012478,O001862,M139,2
OI012479,O008903,M101,1
OI012480,O017180,M001,3
OI012481,O011778,M139,1
OI012482,O012629,M148,1
OI012483,O009844,M033,2
OI012484,O015007,M214,3
OI012485,O012897,M133,1
OI012486,O001803,M143,3
OI012487,O001049,M096,3
OI012488,O018054,M146,3
OI012489,O006867,M209,3
OI012490,O013889,M094,2
OI012491,O008538,M173,1
OI012492,O013472,M138,1
OI012493,O000431,M210,1
OI012494,O016219,M009,3
OI012495,O015283,M185,2
OI012496,O012687,M208,3
OI012497,O019247,M232,2
OI012498,O010559,M098,1
OI012499,O004847,M171,2
OI012500,O006017,M003,1
OI012501,O018997,M245,1
OI012502,O010516,M180,2
OI012503,O015761,M175,3
OI012504,O003229,M192,3
OI012505,O015219,M222,2
OI012506,O018221,M091,1
OI012507,O019329,M128,1
OI012508,O017609,M104,1
OI012509,O005202,M036,3
OI012510,O010133,M105,1
OI012511,O009264,M101,1
OI012512,O010412,M140,3
OI012513,O002537,M048,2
OI012514,O019704,M194,2
OI012515,O016138,M167,2
OI012516,O019517,M185,1
OI012517,O009512,M017,1
OI012518,O003334,M138,2
OI012519,O001609,M201,3
OI012520,O017332,M181,1
OI012521,O011268,M038,1
OI012522,O007260,M094,2
OI012523,O019596,M189,3
OI012524,O018243,M048,3
OI012525,O017277,M034,2
OI012526,O005196,M063,1
OI012527,O016180,M018,1
OI012528,O014508,M128,1
OI012529,O016646,M025,3
OI012530,O001257,M179,3
OI012531,O010642,M163,3
OI012532,O004272,M141,1
OI012533,O003429,M162,3
OI012534,O002556,M162,1
OI012535,O002946,M136,1
OI012536,O001223,M247,1
OI012537,O015476,M150,3
OI012538,O016239,M155,2
OI012539,O011022,M068,1
OI012540,O019149,M245,1
OI012541,O004877,M097,1
OI012542,O005985,M166,2
OI012543,O007209,M203,3
OI012544,O012215,M197,3
OI012545,O004965,M211,1
OI012546,O004503,M100,3
OI012547,O006647,M004,3
OI012548,O019185,M030,3
OI012549,O015019,M091,2
OI012550,O002051,M210,2
OI012551,O006099,M063,2
OI012552,O000133,M041,3
OI012553,O013373,M111,3
OI012554,O014662,M120,2
OI012555,O015857,M119,1
OI012556,O016015,M216,2
OI012557,O013486,M219,1
OI012558,O001566,M039,2
OI012559,O009110,M228,3
OI012560,O003366,M149,2
OI012561,O002308,M073,2
OI012562,O016812,M063,1
OI012563,O007023,M190,3
OI012564,O010070,M004,2
OI012565,O003648,M138,1
OI012566,O008542,M045,2
OI012567,O016136,M013,3
OI012568,O005522,M241,1
OI012569,O015949,M038,2
OI012570,O009769,M224,2
OI012571,O008431,M199,1
OI012572,O003430,M017,2
OI012573,O019075,M126,3
OI012574,O000805,M171,3
OI012575,O007531,M001,3
OI012576,O011494,M098,1
OI012577,O008908,M128,3
OI012578,O004505,M155,2
OI012579,O018928,M111,2
OI012580,O016964,M077,3
OI012581,O010773,M029,3
OI012582,O016909,M211,3
OI012583,O016348,M105,2
OI012584,O013664,M215,1
OI012585,O008309,M011,1
OI012586,O000748,M221,2
OI012587,O008878,M171,3
OI012588,O005685,M119,2
OI012589,O008191,M079,3
OI012590,O019196,M207,2
OI012591,O013008,M149,2
OI012592,O015853,M050,1
OI012593,O014564,M227,2
OI012594,O005302,M057,2
OI012595,O007895,M004,3
OI012596,O004183,M064,3
OI012597,O014560,M019,1
OI012598,O010050,M109,2
OI012599,O014940,M063,1
OI012600,O000384,M142,1
OI012601,O000139,M186,2
OI012602,O010935,M177,3
OI012603,O003223,M238,3
OI012604,O011660,M186,3
OI012605,O003153,M175,2
OI012606,O017138,M158,2
OI012607,O018269,M229,1
OI012608,O001977,M230,3
OI012609,O007244,M026,1
OI012610,O018728,M227,2
OI012611,O002925,M028,3
OI012612,O015985,M192,1
OI012613,O018912,M086,2
OI012614,O018888,M248,1
OI012615,O000876,M173,3
OI012616,O011274,M203,2
OI012617,O003824,M232,1
OI012618,O003888,M250,3
OI012619,O004168,M165,2
OI012620,O006189,M109,1
OI012621,O000017,M067,1
OI012622,O016398,M209,3
OI012623,O011975,M149,1
OI012624,O015555,M147,2
OI012625,O019994,M228,1
OI012626,O003729,M071,2
OI012627,O019096,M011,2
OI012628,O016822,M220,3
OI012629,O001337,M002,3
OI012630,O006186,M159,2
OI012631,O010364,M047,2
OI012632,O017484,M229,1
OI012633,O011348,M159,3
OI012634,O006364,M163,2
OI012635,O003919,M231,1
OI012636,O001683,M043,2
OI012637,O001310,M160,1
OI012638,O012878,M153,3
OI012639,O016424,M166,1
OI012640,O005941,M043,3
OI012641,O012411,M028,3
OI012642,O003570,M194,1
OI012643,O015399,M028,3
OI012644,O010437,M194,3
OI012645,O006245,M084,3
OI012646,O004023,M023,2
OI012647,O002298,M055,3
OI012648,O019267,M218,3
OI012649,O010032,M195,1
OI012650,O002030,M089,2
OI012651,O009252,M087,2
OI012652,O019495,M017,3
OI012653,O018878,M066,1
OI012654,O012552,M191,1
OI012655,O007988,M158,2
OI012656,O015638,M156,2
OI012657,O005713,M137,3
OI012658,O018420,M115,3
OI012659,O009969,M140,1
OI012660,O009814,M145,3
OI012661,O015155,M236,2
OI012662,O014769,M076,3
OI012663,O006114,M128,2
OI012664,O018194,M015,1
OI012665,O004899,M136,2
OI012666,O014630,M048,1
OI012667,O019464,M085,3
OI012668,O004331,M142,1
OI012669,O003186,M046,3
OI012670,O008310,M111,2
OI012671,O004521,M053,1
OI012672,O010525,M121,1
OI012673,O010975,M160,2
OI012674,O003156,M209,3
OI012675,O011379,M065,1
OI012676,O010519,M084,1
OI012677,O017397,M220,2
OI012678,O010911,M215,1
OI012679,O015273,M032,3
OI012680,O006047,M189,3
OI012681,O011960,M153,2
OI012682,O003524,M081,3
OI012683,O016435,M243,3
OI012684,O019661,M209,1
OI012685,O013149,M201,3
OI012686,O007139,M132,2
OI012687,O006095,M182,1
OI012688,O000406,M147,2
OI012689,O007330,M032,2
OI012690,O019320,M059,2
OI012691,O013946,M249,2
OI012692,O007949,M131,1
OI012693,O004573,M057,3
OI012694,O006120,M192,3
OI012695,O008052,M213,2
OI012696,O003138,M010,3
OI012697,O013870,M076,2
OI012698,O005812,M103,1
OI012699,O006792,M238,2
OI012700,O007669,M138,2
OI012701,O012431,M143,2
OI012702,O019142,M063,3
OI012703,O002592,M197,2
OI012704,O002729,M066,1
OI012705,O011409,M002,2
OI012706,O019357,M034,2
OI012707,O012095,M022,2
OI012708,O013160,M235,2
OI012709,O013071,M215,3
OI012710,O010820,M239,1
OI012711,O011742,M002,2
OI012712,O017782,M080,1
OI012713,O004412,M016,2
OI012714,O010828,M200,2
OI012715,O013768,M124,1
OI012716,O014035,M198,2
OI012717,O010687,M109,1
OI012718,O011970,M038,3
OI012719,O001809,M035,1
OI012720,O018721,M055,3
OI012721,O012034,M137,1
OI012722,O013748,M144,2
OI012723,O004448,M080,3
OI012724,O000673,M202,2
OI012725,O012313,M098,2
OI012726,O016158,M057,1
OI012727,O017383,M016,2
OI012728,O016168,M189,2
OI012729,O014241,M234,2
OI012730,O007395,M205,3
OI012731,O014471,M168,1
OI012732,O009881,M119,2
OI012733,O005698,M031,1
OI012734,O012893,M093,3
OI012735,O011126,M227,2
OI012736,O015331,M012,1
OI012737,O015466,M098,2
OI012738,O019946,M192,1
OI012739,O009028,M126,3
OI012740,O008173,M242,3
OI012741,O015457,M093,3
OI012742,O000977,M138,1
OI012743,O000046,M192,1
OI012744,O006726,M223,3
OI012745,O012543,M162,3
OI012746,O017304,M119,2
OI012747,O016216,M091,1
OI012748,O000652,M103,3
OI012749,O019434,M092,2
OI012750,O002682,M223,1
OI012751,O014862,M080,1
OI012752,O003235,M065,3
OI012753,O009294,M173,1
OI012754,O016484,M185,1
OI012755,O018961,M181,3
OI012756,O015011,M058,1
OI012757,O008872,M044,1
OI012758,O017771,M164,3
OI012759,O007351,M066,1
OI012760,O001169,M117,3
OI012761,O010765,M241,2
OI012762,O017959,M169,1
OI012763,O000928,M022,1
OI012764,O002430,M248,3
OI012765,O002731,M137,1
OI012766,O007158,M080,1
OI012767,O016150,M096,2
OI012768,O005482,M182,1
OI012769,O005406,M050,1
OI012770,O018589,M219,2
OI012771,O006725,M234,2
OI012772,O011107,M240,2
OI012773,O014448,M104,3
OI012774,O010466,M136,3
OI012775,O015113,M235,1
OI012776,O003835,M164,3
OI012777,O012556,M039,2
OI012778,O008889,M196,1
OI012779,O006278,M114,3
OI012780,O000216,M038,3
OI012781,O010647,M144,3
OI012782,O010891,M126,2
OI012783,O006112,M208,1
OI012784,O000726,M097,2
OI012785,O017267,M108,3
OI012786,O006576,M104,1
OI012787,O001058,M046,2
