InventoryID,KitchenID,Ingredient,StockQty,WasteQty,ReorderLevel
I01603,K003,Milk,156,20,144
I01604,K030,Oil,68,4,114
I01605,K034,Tomato,432,12,75
I01606,K032,Paneer,109,8,64
I01607,K049,Flour,429,19,99
I01608,K009,Cheese,314,3,60
I01609,K027,Rice,393,22,102
I01610,K040,Milk,131,2,56
I01611,K038,Cheese,129,15,138
I01612,K025,Milk,196,4,76
I01613,K003,Spices,273,7,148
I01614,K015,Paneer,324,11,135
I01615,K019,Milk,114,5,36
I01616,K039,Rice,204,6,146
I01617,K040,Milk,105,25,117
I01618,K004,Chicken,285,3,45
I01619,K043,Paneer,417,0,102
I01620,K043,Flour,190,15,59
I01621,K010,Chicken,311,16,64
I01622,K018,Chicken,312,25,94
I01623,K004,Tomato,336,3,116
I01624,K038,Tomato,329,7,40
I01625,K020,Paneer,492,14,115
I01626,K037,Paneer,226,9,78
I01627,K033,Onion,261,6,60
I01628,K040,Onion,401,23,35
I01629,K031,Tomato,109,23,92
I01630,K043,Chicken,24,11,45
I01631,K046,Onion,473,13,53
I01632,K029,Paneer,150,5,33
I01633,K030,Paneer,411,19,30
I01634,K007,Onion,412,5,118
I01635,K028,Chicken,239,23,121
I01636,K026,Spices,442,6,123
I01637,K020,Tomato,21,22,138
I01638,K010,Chicken,459,17,126
I01639,K024,Tomato,80,5,133
I01640,K002,Milk,125,22,76
I01641,K023,Paneer,70,23,70
I01642,K016,Rice,254,17,80
I01643,K034,Onion,23,11,93
I01644,K020,Spices,54,24,58
I01645,K018,Cheese,402,24,120
I01646,K029,Rice,363,20,108
I01647,K026,Rice,230,21,118
I01648,K012,Tomato,237,10,74
I01649,K048,Rice,454,17,110
I01650,K036,Rice,461,23,30
I01651,K040,Paneer,303,3,150
I01652,K042,Tomato,448,21,55
I01653,K020,Paneer,324,6,107
I01654,K025,Flour,253,12,83
I01655,K045,Tomato,329,13,135
I01656,K050,Spices,467,25,72
I01657,K030,Spices,496,12,136
I01658,K035,Flour,457,24,80
I01659,K029,Spices,266,16,81
I01660,K035,Onion,49,5,83
I01661,K040,Paneer,449,6,140
I01662,K013,Paneer,147,20,110
I01663,K045,Cheese,308,1,92
I01664,K009,Paneer,262,16,123
I01665,K017,Flour,87,10,144
I01666,K047,Onion,401,4,31
I01667,K047,Tomato,196,18,128
I01668,K018,Rice,72,4,126
I01669,K002,Milk,107,25,60
I01670,K049,Milk,110,10,145
I01671,K023,Chicken,179,1,33
I01672,K007,Oil,64,9,56
I01673,K022,Oil,231,22,127
I01674,K031,Cheese,134,2,106
I01675,K046,Onion,23,25,117
I01676,K027,Rice,79,21,74
I01677,K050,Oil,302,1,90
I01678,K025,Milk,455,0,104
I01679,K047,Paneer,169,25,78
I01680,K035,Onion,446,12,87
I01681,K006,Oil,493,0,68
I01682,K024,Spices,164,12,91
I01683,K013,Chicken,293,9,147
I01684,K028,Spices,477,18,41
I01685,K044,Milk,346,13,102
I01686,K011,Paneer,169,10,90
I01687,K042,Oil,383,9,130
I01688,K018,Chicken,155,14,65
I01689,K033,Oil,291,14,110
I01690,K027,Rice,493,17,42
I01691,K050,Milk,341,10,71
I01692,K012,Spices,417,19,40
I01693,K041,Rice,489,17,75
I01694,K043,Spices,300,8,51
I01695,K011,Onion,189,22,142
I01696,K023,Cheese,83,10,53
I01697,K005,Oil,112,2,108
I01698,K027,Spices,177,1,80
I01699,K048,Oil,266,10,95
I01700,K004,Chicken,463,6,69
I01701,K049,Cheese,214,4,147
I01702,K016,Milk,219,11,125
I01703,K037,Onion,383,2,69
I01704,K019,Spices,361,24,51
I01705,K004,Milk,42,12,82
I01706,K005,Chicken,463,20,89
I01707,K033,Chicken,491,0,88
I01708,K031,Tomato,60,14,63
I01709,K019,Flour,194,21,68
I01710,K024,Cheese,197,8,82
I01711,K037,Milk,45,3,132
I01712,K017,Chicken,235,6,43
I01713,K030,Chicken,235,18,120
I01714,K015,Rice,358,1,116
I01715,K030,Tomato,205,10,64
I01716,K050,Spices,118,24,42
I01717,K031,Paneer,303,12,83
I01718,K039,Cheese,496,16,119
I01719,K014,Rice,166,18,104
I01720,K040,Rice,302,7,142
I01721,K033,Oil,322,22,126
I01722,K036,Tomato,341,3,94
I01723,K029,Milk,116,8,94
I01724,K046,Paneer,245,13,62
I01725,K010,Chicken,197,19,100
I01726,K042,Paneer,38,16,39
I01727,K044,Onion,344,5,142
I01728,K010,Tomato,392,9,98
I01729,K049,Onion,23,16,74
I01730,K013,Onion,140,5,83
I01731,K013,Flour,323,4,66
I01732,K003,Spices,491,12,124
I01733,K041,Cheese,217,3,32
I01734,K023,Chicken,320,8,81
I01735,K009,Cheese,459,11,84
I01736,K003,Cheese,358,24,119
I01737,K032,Flour,496,14,133
I01738,K005,Onion,211,20,135
I01739,K013,Milk,140,22,123
I01740,K042,Tomato,129,7,107
I01741,K043,Tomato,36,3,94
I01742,K022,Flour,461,13,81
I01743,K036,Chicken,320,24,81
I01744,K036,Milk,430,5,89
I01745,K014,Milk,40,13,81
I01746,K036,Milk,44,18,130
I01747,K039,Rice,70,14,91
I01748,K030,Cheese,342,15,60
I01749,K031,Rice,361,16,136
I01750,K012,Rice,66,16,131
I01751,K014,Rice,89,1,129
I01752,K048,Onion,193,10,84
I01753,K022,Onion,25,3,81
I01754,K019,Paneer,183,21,129
I01755,K031,Milk,255,20,127
I01756,K004,Flour,352,16,132
I01757,K007,Flour,341,21,101
I01758,K050,Rice,340,25,64
I01759,K017,Flour,259,9,142
I01760,K008,Milk,361,1,57
I01761,K028,Spices,103,1,101
I01762,K021,Paneer,109,18,65
I01763,K021,Rice,397,15,76
I01764,K026,Cheese,83,22,85
I01765,K047,Chicken,495,16,59
I01766,K035,Paneer,49,0,137
I01767,K035,Rice,100,23,73
I01768,K025,Flour,398,8,139
I01769,K011,Chicken,497,7,84
I01770,K011,Rice,67,16,92
I01771,K046,Flour,110,5,52
I01772,K022,Rice,246,16,67
I01773,K025,Chicken,386,25,98
I01774,K018,Spices,100,20,81
I01775,K013,Oil,323,19,110
I01776,K003,Rice,484,24,92
I01777,K002,Rice,500,19,96
I01778,K010,Spices,229,19,112
I01779,K007,Rice,330,24,50
I01780,K005,Cheese,43,16,43
I01781,K014,Chicken,401,3,62
I01782,K029,Chicken,149,12,121
I01783,K034,Spices,500,10,129
I01784,K024,Milk,56,7,70
I01785,K029,Paneer,339,24,150
I01786,K010,Spices,329,0,115
I01787,K005,Spices,400,19,67
I01788,K046,Rice,407,13,30
I01789,K004,Paneer,142,8,96
I01790,K016,Onion,258,8,121
I01791,K014,Rice,159,0,134
I01792,K032,Rice,493,11,127
I01793,K021,Cheese,234,17,57
I01794,K021,Oil,106,14,121
I01795,K007,Oil,262,3,37
I01796,K029,Oil,76,11,93
I01797,K015,Spices,266,9,69
I01798,K025,Spices,297,17,143
I01799,K034,Rice,404,2,97
I01800,K046,Spices,387,1,66
I01801,K048,Chicken,260,23,83
I01802,K011,Oil,105,7,115
I01803,K035,Oil,390,21,132
I01804,K043,Flour,324,21,129
I01805,K023,Rice,122,14,91
I01806,K033,Onion,96,5,120
I01807,K003,Paneer,398,18,141
I01808,K029,Oil,186,24,137
I01809,K033,Milk,90,17,99
I01810,K025,Rice,64,25,57
I01811,K050,Flour,450,24,32
I01812,K024,Rice,183,7,102
I01813,K018,Milk,369,14,38
I01814,K046,Tomato,278,22,71
I01815,K011,Spices,266,11,150
I01816,K030,Onion,330,3,138
I01817,K016,Rice,145,21,40
I01818,K010,Oil,81,4,111
I01819,K024,Milk,182,8,54
I01820,K014,Spices,417,0,104
I01821,K024,Cheese,475,3,52
I01822,K014,Oil,332,17,32
I01823,K002,Rice,190,14,120
I01824,K018,Tomato,233,12,109
I01825,K023,Oil,412,6,126
I01826,K024,Milk,219,12,80
I01827,K002,Chicken,487,17,122
I01828,K030,Spices,497,8,59
I01829,K029,Milk,243,4,136
I01830,K027,Rice,263,7,150
I01831,K029,Paneer,152,11,89
I01832,K022,Milk,398,21,57
I01833,K030,Paneer,159,23,96
I01834,K024,Tomato,287,2,41
I01835,K049,Milk,466,0,136
I01836,K037,Milk,149,4,84
I01837,K025,Tomato,264,14,70
I01838,K047,Rice,200,9,114
I01839,K038,Milk,454,7,127
I01840,K017,Oil,20,2,108
I01841,K040,Flour,306,12,33
I01842,K014,Rice,447,18,56
I01843,K040,Flour,78,25,100
I01844,K006,Flour,103,19,134
I01845,K012,Paneer,412,13,76
I01846,K004,Oil,109,7,85
I01847,K004,Flour,202,25,69
I01848,K002,Chicken,457,25,93
I01849,K030,Chicken,99,22,100
I01850,K041,Flour,464,19,81
I01851,K012,Cheese,233,15,141
I01852,K044,Paneer,104,2,122
I01853,K040,Rice,417,21,108
I01854,K016,Tomato,179,5,91
I01855,K035,Tomato,394,20,75
I01856,K022,Paneer,309,19,37
I01857,K013,Spices,409,0,95
I01858,K029,Tomato,372,17,111
I01859,K007,Flour,169,24,90
I01860,K041,Tomato,440,14,51
I01861,K031,Paneer,113,2,65
I01862,K036,Rice,42,2,42
I01863,K045,Onion,42,24,125
I01864,K021,Spices,162,14,73
I01865,K015,Paneer,393,21,130
I01866,K009,Cheese,337,23,104
I01867,K010,Oil,489,20,78
I01868,K029,Paneer,123,3,149
I01869,K034,Onion,393,14,75
I01870,K017,Spices,405,19,146
I01871,K010,Onion,397,19,68
I01872,K020,Paneer,495,10,37
I01873,K032,Milk,283,6,120
I01874,K045,Spices,427,14,94
I01875,K008,Chicken,316,4,73
I01876,K037,Oil,97,14,132
I01877,K009,Rice,343,23,59
I01878,K016,Cheese,238,25,63
I01879,K048,Milk,117,17,42
I01880,K031,Onion,332,25,117
I01881,K026,Onion,215,19,91
I01882,K005,Chicken,298,1,34
I01883,K024,Flour,343,5,148
I01884,K014,Oil,122,14,126
I01885,K038,Milk,491,15,78
I01886,K034,Milk,220,5,41
I01887,K026,Rice,210,11,39
I01888,K025,Tomato,38,2,105
I01889,K036,Cheese,179,5,129
I01890,K011,Onion,339,6,61
I01891,K023,Oil,206,19,106
I01892,K006,Onion,294,3,128
I01893,K023,Cheese,160,16,57
I01894,K002,Oil,25,12,36
I01895,K027,Rice,311,4,108
I01896,K043,Tomato,435,10,83
I01897,K005,Spices,355,21,66
I01898,K049,Onion,83,12,127
I01899,K020,Onion,381,12,69
I01900,K003,Tomato,59,18,35
I01901,K036,Oil,396,8,133
I01902,K042,Spices,431,16,130
I01903,K047,Milk,56,4,36
I01904,K024,Paneer,282,11,141
I01905,K015,Flour,467,24,124
I01906,K023,Milk,104,21,86
I01907,K045,Spices,322,13,71
I01908,K008,Oil,125,6,137
I01909,K008,Paneer,402,20,103
I01910,K012,Cheese,165,17,108
I01911,K002,Chicken,357,20,129
I01912,K017,Rice,145,24,69
I01913,K014,Oil,77,12,119
I01914,K019,Milk,349,12,57
I01915,K032,Paneer,329,15,57
I01916,K039,Tomato,281,2,43
I01917,K018,Rice,273,14,120
I01918,K046,Oil,217,7,41
I01919,K023,Rice,484,16,71
I01920,K007,Paneer,360,12,128
I01921,K008,Rice,359,2,40
I01922,K012,Tomato,147,11,110
I01923,K040,Paneer,103,3,141
I01924,K017,Milk,349,22,78
I01925,K022,Tomato,318,12,92
I01926,K033,Oil,367,5,114
I01927,K023,Onion,225,12,40
I01928,K040,Onion,487,7,140
I01929,K007,Chicken,91,9,147
I01930,K039,Onion,227,8,114
I01931,K010,Paneer,407,11,63
I01932,K018,Tomato,27,17,105
I01933,K043,Cheese,70,15,124
I01934,K016,Flour,186,0,94
I01935,K026,Cheese,234,5,36
I01936,K030,Spices,483,3,88
I01937,K031,Paneer,255,20,96
I01938,K013,Rice,106,1,131
I01939,K001,Oil,123,5,141
I01940,K048,Tomato,93,13,89
I01941,K029,Cheese,267,23,36
I01942,K005,Rice,212,24,49
I01943,K012,Chicken,256,21,105
I01944,K049,Flour,419,8,30
I01945,K014,Paneer,87,8,59
I01946,K014,Cheese,158,24,39
I01947,K015,Oil,206,7,120
I01948,K030,Tomato,324,20,77
I01949,K017,Rice,153,14,126
I01950,K016,Cheese,361,5,76
I01951,K044,Spices,75,6,121
I01952,K032,Tomato,279,15,113
I01953,K040,Tomato,446,0,98
I01954,K004,Oil,89,7,106
I01955,K046,Oil,25,21,48
I01956,K002,Cheese,152,12,95
I01957,K024,Paneer,366,14,35
I01958,K023,Flour,391,25,121
I01959,K010,Flour,50,1,137
I01960,K004,Onion,344,0,130
I01961,K024,Rice,52,2,136
I01962,K008,Milk,163,15,115
I01963,K047,Onion,379,19,137
I01964,K006,Tomato,460,20,69
I01965,K030,Paneer,363,15,90
I01966,K046,Flour,216,5,103
I01967,K050,Rice,431,17,129
I01968,K021,Spices,186,15,143
I01969,K045,Rice,170,6,39
I01970,K046,Onion,214,10,61
I01971,K014,Cheese,273,19,90
I01972,K022,Spices,82,14,52
I01973,K005,Cheese,69,14,31
I01974,K035,Oil,202,23,125
I01975,K028,Spices,469,8,135
I01976,K042,Cheese,84,2,47
I01977,K036,Onion,123,10,119
I01978,K021,Cheese,298,15,93
I01979,K001,Tomato,385,22,75
I01980,K006,Tomato,406,22,52
I01981,K006,Chicken,131,6,58
I01982,K024,Chicken,343,3,47
I01983,K008,Onion,302,1,102
I01984,K035,Milk,332,19,74
I01985,K001,Spices,294,21,83
I01986,K046,Rice,388,17,79
I01987,K028,Tomato,382,13,140
I01988,K028,Spices,82,4,143
I01989,K017,Oil,229,9,69
I01990,K006,Oil,334,7,150
I01991,K005,Rice,69,1,118
I01992,K047,Spices,80,12,118
I01993,K015,Flour,498,8,72
I01994,K049,Flour,444,3,145
I01995,K029,Onion,451,2,64
I01996,K025,Paneer,215,14,53
I01997,K011,Chicken,154,12,106
I01998,K019,Paneer,161,16,149
I01999,K034,Tomato,258,14,48
I02000,K023,Cheese,242,7,36
