OrderID,CustomerID,KitchenID,RiderID,OrderDate,PreparationTime,DeliveryTime,OrderStatus,TotalAmount,Discount,TotalCost,CustomerRating,DistanceKM,PaymentMethod,DeliveryPartner,Weather,TrafficLevel,TimeSlot,OrderPriority,CouponCode,DiscountType,PreparationDelayReason,DeliveryDelayReason
O006976,C01955,K040,R0059,2025-05-30,27,42,Delivered,1386,78,966,4.8,10,UPI,In-House,Rainy,Medium,Evening,Express,FIRST50,Percentage,Ingredient Delay,Heavy Rain
O006977,C00551,K017,R0303,2025-10-14,16,37,Delivered,1455,130,830,3.8,13,Credit Card,Dunzo,Cloudy,Medium,Lunch,Normal,WELCOME100,No Discount,,Customer Unavailable
O006978,C02573,K004,R0133,2026-09-10,22,34,Delivered,913,18,570,4.6,3,UPI,Shadowfax,Sunny,Medium,Lunch,Normal,SAVE50,Percentage,,Traffic
O006979,C00032,K021,R0187,2026-02-26,18,25,Delivered,666,42,379,3.6,10,Wallet,Shadowfax,Rainy,Medium,Evening,Normal,WELCOME100,Flat,,
O006980,C01586,K038,R0041,2026-12-01,38,27,Delivered,439,196,334,3.4,14,Debit Card,Dunzo,Sunny,High,Evening,Express,FESTIVE20,No Discount,Staff Shortage,
O006981,C01871,K042,R0100,2025-06-14,16,36,Delivered,492,198,285,4.5,11,Cash,Shadowfax,Cloudy,High,Dinner,Normal,WELCOME100,No Discount,,Rider Delay
O006982,C01955,K022,R0011,2025-10-19,18,45,Delivered,1190,134,711,4.9,7,Wallet,Porter,Cloudy,Low,Breakfast,Normal,FESTIVE20,Percentage,,Traffic
O006983,C02084,K033,R0174,2026-09-10,34,40,Delivered,1341,56,827,3.5,5,Debit Card,Shadowfax,Sunny,Medium,Lunch,Normal,WELCOME100,Percentage,Equipment Issue,Rider Delay
O006984,C00492,K018,R0292,2025-10-04,12,21,Delivered,777,64,439,5.0,4,Credit Card,Dunzo,Sunny,High,Evening,Normal,FESTIVE20,No Discount,,
O006985,C01713,K023,R0444,2025-03-09,10,48,Delivered,834,150,468,3.2,12,Wallet,Shadowfax,Cloudy,High,Dinner,Express,SAVE50,No Discount,,Heavy Rain
O006986,C01918,K009,R0381,2026-10-27,15,50,Cancelled,621,81,426,3.7,4,Cash,In-House,Sunny,Low,Dinner,Normal,WELCOME100,Flat,,Heavy Rain
O006987,C00668,K005,R0035,2026-03-10,20,18,Delivered,333,7,193,3.1,3,UPI,Dunzo,Rainy,High,Lunch,Normal,SAVE50,No Discount,,
O006988,C01611,K043,R0413,2026-01-06,21,51,Delivered,875,119,587,3.5,2,Wallet,Dunzo,Rainy,Low,Breakfast,Express,FESTIVE20,Flat,,Heavy Rain
O006989,C02424,K029,R0142,2025-05-03,33,40,Delivered,509,94,290,4.9,14,Wallet,Dunzo,Cloudy,High,Breakfast,Normal,FIRST50,Flat,Ingredient Delay,Traffic
O006990,C00549,K034,R0109,2026-10-06,33,19,Delivered,1474,112,860,3.3,10,Wallet,Dunzo,Cloudy,Low,Evening,Normal,FESTIVE20,No Discount,Equipment Issue,
O006991,C00500,K030,R0130,2025-09-01,11,17,Delivered,338,173,229,4.9,5,UPI,In-House,Rainy,High,Lunch,Normal,FIRST50,No Discount,,
O006992,C01626,K044,R0346,2026-12-18,33,56,Delivered,619,121,363,3.1,4,Wallet,Dunzo,Cloudy,High,Breakfast,Normal,FIRST50,Flat,Equipment Issue,Customer Unavailable
O006993,C00128,K004,R0001,2025-12-23,20,30,Delivered,326,35,231,3.4,11,UPI,In-House,Rainy,Low,Dinner,Normal,FIRST50,No Discount,,
O006994,C01517,K038,R0269,2025-03-01,18,16,Delivered,1500,93,1087,3.7,10,Cash,In-House,Rainy,Low,Breakfast,Normal,WELCOME100,Flat,,
O006995,C01170,K010,R0095,2026-01-04,18,48,Delivered,557,86,400,3.3,9,Debit Card,Shadowfax,Sunny,Medium,Evening,Normal,WELCOME100,Flat,,Heavy Rain
O006996,C01092,K032,R0040,2026-07-11,13,31,Delivered,785,67,466,3.9,14,Wallet,Porter,Rainy,Low,Evening,Express,NONE,Flat,,Traffic
O006997,C02894,K038,R0474,2026-08-16,20,18,Delivered,712,93,564,4.4,4,Cash,Shadowfax,Cloudy,Medium,Lunch,Normal,FIRST50,No Discount,,
O006998,C00191,K031,R0094,2025-08-11,21,20,Delivered,1112,163,848,4.0,4,UPI,In-House,Rainy,Medium,Lunch,Express,SAVE50,Flat,,
O006999,C00449,K019,R0088,2026-07-18,26,51,Delivered,207,79,114,3.9,7,Cash,Shadowfax,Rainy,High,Dinner,Normal,FIRST50,Flat,Ingredient Delay,Heavy Rain
O007000,C01077,K019,R0151,2026-09-12,17,27,Delivered,431,200,324,4.8,4,Debit Card,In-House,Cloudy,Medium,Evening,Normal,NONE,Flat,,
O007001,C00986,K025,R0327,2026-09-11,21,26,Cancelled,1309,78,974,3.1,10,Credit Card,Dunzo,Cloudy,Low,Dinner,Normal,FIRST50,Flat,,Customer Unavailable
O007002,C02066,K008,R0183,2025-08-09,21,16,Delivered,1034,100,644,4.4,12,Debit Card,In-House,Cloudy,High,Breakfast,Normal,SAVE50,Percentage,,
O007003,C02816,K012,R0075,2026-06-12,36,20,Delivered,897,73,655,3.9,15,Credit Card,Shadowfax,Sunny,Low,Dinner,Normal,FIRST50,Flat,Ingredient Delay,
O007004,C02317,K019,R0325,2026-12-04,29,51,Delivered,803,69,477,4.9,13,Credit Card,Porter,Cloudy,Medium,Lunch,Express,SAVE50,No Discount,High Order Volume,Traffic
O007005,C02648,K017,R0435,2025-05-18,20,16,Delivered,1162,154,664,3.8,6,Credit Card,Dunzo,Sunny,Low,Breakfast,Express,FESTIVE20,Flat,,
O007006,C00715,K005,R0075,2025-02-18,35,56,Delivered,934,53,673,3.5,15,Credit Card,In-House,Sunny,High,Lunch,Express,NONE,Flat,Equipment Issue,Customer Unavailable
O007007,C02216,K025,R0467,2025-04-30,13,51,Delivered,488,31,344,4.1,6,Wallet,Shadowfax,Cloudy,High,Evening,Normal,NONE,No Discount,,Heavy Rain
O007008,C02734,K003,R0291,2025-02-18,32,35,Delivered,1430,80,1082,3.0,2,Cash,In-House,Sunny,Medium,Breakfast,Express,FIRST50,No Discount,Ingredient Delay,Heavy Rain
O007009,C01714,K023,R0062,2026-03-20,34,55,Cancelled,1247,77,901,3.7,14,Wallet,Shadowfax,Rainy,Medium,Lunch,Normal,FIRST50,Percentage,High Order Volume,Rider Delay
O007010,C00549,K028,R0377,2025-04-01,25,43,Delivered,703,62,516,3.8,11,Wallet,Dunzo,Rainy,Low,Dinner,Express,FIRST50,Percentage,,Rider Delay
O007011,C02563,K044,R0490,2025-07-05,31,35,Delivered,396,50,223,3.9,6,UPI,Porter,Sunny,Low,Dinner,Express,FESTIVE20,Percentage,Ingredient Delay,Rider Delay
O007012,C02616,K041,R0355,2025-10-29,36,53,Delivered,615,165,408,4.0,3,UPI,Dunzo,Sunny,High,Dinner,Normal,SAVE50,No Discount,Staff Shortage,Customer Unavailable
O007013,C00744,K003,R0143,2026-10-12,30,40,Delivered,1415,127,905,3.4,4,UPI,In-House,Cloudy,Low,Evening,Express,FIRST50,Flat,Ingredient Delay,Heavy Rain
O007014,C01917,K003,R0322,2025-02-16,34,34,Delivered,836,142,568,3.1,10,Cash,Dunzo,Rainy,Medium,Breakfast,Express,FESTIVE20,No Discount,High Order Volume,Customer Unavailable
O007015,C02279,K038,R0496,2026-06-03,25,42,Delivered,1333,98,904,4.1,8,Credit Card,Porter,Sunny,Medium,Lunch,Express,SAVE50,No Discount,,Traffic
O007016,C02846,K048,R0262,2026-03-15,13,24,Delivered,607,145,403,3.7,15,Debit Card,In-House,Rainy,Medium,Dinner,Normal,FIRST50,No Discount,,
O007017,C00320,K042,R0115,2025-01-02,40,60,Delivered,1378,164,765,3.7,3,UPI,In-House,Rainy,High,Breakfast,Normal,SAVE50,Percentage,Equipment Issue,Customer Unavailable
O007018,C01416,K034,R0441,2026-11-26,14,51,Delivered,486,30,338,4.8,7,Credit Card,In-House,Rainy,Medium,Lunch,Normal,SAVE50,No Discount,,Customer Unavailable
O007019,C01649,K043,R0411,2026-06-14,27,54,Delivered,1492,109,1138,4.0,4,Credit Card,Dunzo,Cloudy,Low,Lunch,Normal,WELCOME100,Flat,Equipment Issue,Heavy Rain
O007020,C00402,K017,R0092,2025-03-21,23,31,Delivered,463,0,341,3.5,6,Cash,Shadowfax,Cloudy,High,Evening,Normal,FIRST50,Flat,,Traffic
O007021,C02378,K050,R0220,2025-07-08,34,20,Delivered,573,195,351,3.9,5,UPI,Porter,Rainy,High,Dinner,Express,NONE,Percentage,Equipment Issue,
O007022,C02109,K012,R0127,2025-03-30,18,18,Delivered,763,184,488,3.3,5,Credit Card,Dunzo,Sunny,Low,Evening,Express,NONE,No Discount,,
O007023,C02012,K010,R0358,2025-06-06,13,50,Delivered,425,38,255,3.8,4,Wallet,Shadowfax,Sunny,Low,Breakfast,Normal,NONE,Percentage,,Rider Delay
O007024,C00044,K046,R0288,2025-06-10,10,50,Delivered,1485,58,1081,3.1,9,Cash,Dunzo,Sunny,Low,Lunch,Normal,WELCOME100,Percentage,,Customer Unavailable
O007025,C00290,K045,R0358,2025-01-01,33,20,Delivered,466,93,277,3.4,11,Credit Card,In-House,Sunny,Low,Lunch,Normal,WELCOME100,Flat,Equipment Issue,
O007026,C01916,K039,R0226,2026-10-30,11,53,Delivered,1494,182,1043,4.2,14,Credit Card,Porter,Rainy,Medium,Lunch,Normal,NONE,Percentage,,Rider Delay
O007027,C00284,K006,R0110,2026-09-07,34,46,Delivered,506,47,338,4.5,5,Debit Card,Porter,Sunny,Medium,Evening,Normal,WELCOME100,No Discount,High Order Volume,Traffic
O007028,C02294,K045,R0301,2025-10-10,14,48,Delivered,1345,177,826,4.7,2,Credit Card,Shadowfax,Sunny,Low,Breakfast,Normal,NONE,Flat,,Traffic
O007029,C01261,K044,R0298,2025-12-03,13,47,Cancelled,833,121,592,4.8,6,Debit Card,Shadowfax,Sunny,High,Evening,Normal,NONE,Percentage,,Traffic
O007030,C01841,K026,R0212,2026-11-01,19,24,Delivered,1235,126,878,3.5,6,UPI,Porter,Cloudy,High,Breakfast,Normal,SAVE50,Percentage,,
O007031,C02940,K005,R0457,2026-11-30,11,33,Delivered,810,175,545,4.8,12,Credit Card,Shadowfax,Sunny,High,Evening,Express,WELCOME100,Percentage,,Heavy Rain
O007032,C00385,K039,R0240,2026-11-18,11,17,Delivered,1434,53,1026,4.9,10,Cash,Dunzo,Sunny,Low,Evening,Express,SAVE50,Flat,,
O007033,C00247,K009,R0297,2026-05-22,31,15,Delivered,262,151,171,4.0,5,Wallet,In-House,Rainy,Low,Lunch,Normal,NONE,No Discount,High Order Volume,
O007034,C02141,K018,R0151,2025-10-20,14,58,Delivered,851,123,563,5.0,3,UPI,Porter,Rainy,Medium,Dinner,Express,WELCOME100,Percentage,,Traffic
O007035,C00890,K043,R0191,2025-05-27,35,49,Delivered,531,142,342,3.4,4,UPI,In-House,Cloudy,High,Dinner,Express,FESTIVE20,Percentage,Equipment Issue,Rider Delay
O007036,C02859,K011,R0488,2025-12-06,38,17,Delivered,996,115,569,4.3,8,UPI,Shadowfax,Sunny,Low,Lunch,Express,WELCOME100,Flat,Ingredient Delay,
O007037,C02540,K024,R0468,2026-11-18,40,31,Delivered,837,189,475,3.2,2,UPI,Dunzo,Sunny,Low,Lunch,Express,FIRST50,No Discount,Staff Shortage,Rider Delay
O007038,C02916,K047,R0384,2026-05-28,16,24,Delivered,1216,60,945,3.4,4,Credit Card,Shadowfax,Rainy,Low,Evening,Normal,FIRST50,Percentage,,
O007039,C00024,K026,R0110,2026-01-16,34,25,Delivered,973,172,765,4.2,11,Wallet,In-House,Sunny,Medium,Breakfast,Normal,NONE,Percentage,High Order Volume,
O007040,C00149,K035,R0296,2026-03-02,15,56,Delivered,534,177,352,4.2,3,Cash,Shadowfax,Sunny,Medium,Lunch,Normal,FIRST50,Flat,,Customer Unavailable
O007041,C02036,K020,R0106,2026-03-06,19,59,Delivered,1292,109,736,3.3,2,Wallet,Porter,Sunny,High,Evening,Normal,NONE,Flat,,Traffic
O007042,C01776,K044,R0335,2025-02-11,30,15,Delivered,313,30,227,3.6,3,Credit Card,In-House,Cloudy,High,Lunch,Normal,NONE,Flat,Staff Shortage,
O007043,C01510,K043,R0101,2025-08-20,31,34,Delivered,358,127,230,3.2,10,Wallet,Dunzo,Cloudy,Medium,Dinner,Express,NONE,Percentage,Equipment Issue,Rider Delay
O007044,C01945,K021,R0088,2026-11-20,27,41,Delivered,1114,178,681,4.0,2,Cash,Dunzo,Rainy,Medium,Breakfast,Express,FIRST50,Flat,High Order Volume,Rider Delay
O007045,C01970,K050,R0310,2025-12-24,30,22,Delivered,700,70,455,3.8,8,UPI,In-House,Cloudy,High,Breakfast,Normal,FESTIVE20,No Discount,Staff Shortage,
O007046,C00086,K012,R0400,2025-03-26,21,21,Cancelled,862,173,676,3.5,8,Wallet,In-House,Cloudy,Medium,Dinner,Normal,FESTIVE20,No Discount,,Heavy Rain
O007047,C02405,K045,R0434,2025-06-23,19,18,Cancelled,1079,113,771,3.8,4,Wallet,Shadowfax,Cloudy,Low,Breakfast,Normal,FIRST50,No Discount,,Traffic
O007048,C02286,K038,R0091,2026-03-23,10,35,Delivered,923,165,568,4.2,2,UPI,Dunzo,Rainy,Medium,Dinner,Normal,FIRST50,No Discount,,Heavy Rain
O007049,C02558,K034,R0337,2026-02-25,11,24,Delivered,911,41,694,4.4,13,UPI,Shadowfax,Sunny,Low,Dinner,Normal,FESTIVE20,Percentage,,
O007050,C01615,K026,R0489,2025-02-25,18,32,Cancelled,265,103,170,3.9,7,Debit Card,Dunzo,Cloudy,Medium,Evening,Normal,FESTIVE20,Flat,,Customer Unavailable
O007051,C02809,K023,R0377,2025-01-29,17,44,Delivered,1073,3,624,3.2,8,Cash,In-House,Sunny,Low,Dinner,Normal,FESTIVE20,No Discount,,Rider Delay
O007052,C01010,K032,R0070,2025-10-29,20,45,Delivered,662,148,371,4.2,13,Wallet,Dunzo,Sunny,Low,Evening,Normal,FIRST50,Flat,,Customer Unavailable
O007053,C01061,K033,R0057,2026-10-03,32,21,Delivered,861,15,563,4.6,8,Credit Card,Shadowfax,Rainy,High,Dinner,Express,FIRST50,No Discount,High Order Volume,
O007054,C00218,K005,R0114,2025-04-30,28,48,Delivered,991,0,729,3.9,4,Credit Card,Dunzo,Sunny,High,Evening,Normal,FESTIVE20,No Discount,Staff Shortage,Traffic
O007055,C02677,K033,R0445,2026-10-09,34,50,Delivered,960,119,587,3.1,2,Cash,Shadowfax,Sunny,High,Dinner,Normal,FIRST50,Flat,High Order Volume,Rider Delay
O007056,C00540,K048,R0216,2025-10-01,25,35,Delivered,897,123,597,4.2,9,Debit Card,Shadowfax,Sunny,High,Lunch,Normal,WELCOME100,No Discount,,Customer Unavailable
O007057,C01334,K041,R0197,2025-06-20,22,31,Delivered,1056,53,801,3.3,13,Debit Card,In-House,Cloudy,Low,Evening,Normal,FIRST50,Percentage,,Heavy Rain
O007058,C01339,K013,R0479,2025-02-16,28,15,Delivered,455,36,351,4.8,11,UPI,Shadowfax,Sunny,Medium,Dinner,Express,FIRST50,No Discount,Equipment Issue,
O007059,C02627,K018,R0025,2025-03-26,33,34,Delivered,1018,119,646,3.3,12,Wallet,In-House,Cloudy,Low,Breakfast,Normal,FIRST50,Flat,Equipment Issue,Heavy Rain
O007060,C02690,K030,R0273,2025-10-08,30,30,Delivered,1193,11,950,4.0,3,Credit Card,Dunzo,Cloudy,Medium,Lunch,Express,FIRST50,Percentage,High Order Volume,
O007061,C02869,K045,R0404,2026-07-09,18,60,Cancelled,1353,136,1043,4.1,11,Debit Card,In-House,Sunny,High,Evening,Normal,SAVE50,No Discount,,Customer Unavailable
O007062,C00765,K025,R0051,2025-05-06,22,49,Cancelled,749,15,592,4.7,5,Wallet,In-House,Cloudy,Low,Lunch,Express,FIRST50,No Discount,,Customer Unavailable
O007063,C01630,K005,R0473,2026-12-28,28,24,Delivered,661,156,419,4.2,14,UPI,Shadowfax,Sunny,High,Evening,Express,FIRST50,Flat,Ingredient Delay,
O007064,C01111,K047,R0222,2026-01-24,18,38,Delivered,784,117,588,3.5,14,Debit Card,Shadowfax,Sunny,Medium,Evening,Normal,FIRST50,No Discount,,Customer Unavailable
O007065,C01984,K050,R0408,2025-03-16,24,55,Delivered,364,132,213,4.5,7,Debit Card,Dunzo,Sunny,Medium,Breakfast,Express,FESTIVE20,Flat,,Rider Delay
O007066,C02289,K018,R0025,2026-08-20,20,30,Cancelled,455,99,298,4.7,11,UPI,Dunzo,Rainy,Low,Dinner,Express,WELCOME100,Percentage,,Customer Unavailable
O007067,C02933,K039,R0021,2026-06-10,31,55,Delivered,1154,117,644,3.1,7,UPI,In-House,Rainy,Low,Evening,Express,WELCOME100,No Discount,Equipment Issue,Customer Unavailable
O007068,C00677,K026,R0144,2025-01-27,16,22,Delivered,326,57,217,4.4,3,Cash,Porter,Rainy,Medium,Evening,Normal,NONE,Percentage,,
O007069,C02571,K016,R0412,2025-06-07,18,27,Delivered,351,37,213,3.6,2,Wallet,Dunzo,Rainy,High,Evening,Express,FIRST50,No Discount,,
O007070,C01636,K023,R0353,2025-05-19,11,27,Delivered,1276,165,763,4.7,15,UPI,Dunzo,Cloudy,Low,Lunch,Express,FESTIVE20,Flat,,
O007071,C00624,K007,R0044,2025-03-04,23,24,Cancelled,1355,105,853,3.8,8,Debit Card,In-House,Cloudy,Low,Dinner,Normal,FIRST50,Flat,,Heavy Rain
O007072,C02335,K050,R0386,2026-08-15,33,40,Cancelled,365,31,233,3.5,12,Cash,Shadowfax,Rainy,High,Evening,Express,FIRST50,No Discount,Equipment Issue,Heavy Rain
O007073,C02067,K037,R0383,2025-10-20,25,45,Delivered,1464,145,1016,4.4,8,UPI,Dunzo,Sunny,High,Evening,Normal,FESTIVE20,Percentage,,Heavy Rain
O007074,C00456,K035,R0386,2025-10-25,36,17,Delivered,893,18,647,4.9,4,Cash,Shadowfax,Cloudy,Medium,Dinner,Normal,NONE,Flat,Equipment Issue,
O007075,C02609,K039,R0338,2025-08-01,15,31,Delivered,727,28,447,5.0,3,Debit Card,Porter,Rainy,High,Lunch,Normal,WELCOME100,Percentage,,Traffic
O007076,C00748,K010,R0029,2026-06-04,25,17,Delivered,1123,88,697,4.7,4,Credit Card,Porter,Cloudy,Medium,Dinner,Normal,WELCOME100,Percentage,,
O007077,C02300,K039,R0189,2025-08-23,32,39,Delivered,354,175,226,4.7,2,Cash,Porter,Sunny,High,Lunch,Normal,NONE,Percentage,Staff Shortage,Rider Delay
O007078,C01821,K020,R0178,2025-03-31,40,27,Delivered,243,30,192,4.5,13,Credit Card,In-House,Sunny,High,Dinner,Express,NONE,No Discount,Ingredient Delay,
O007079,C02588,K022,R0361,2026-01-30,24,44,Delivered,1047,94,640,4.0,10,Wallet,Porter,Cloudy,High,Dinner,Normal,SAVE50,Percentage,,Heavy Rain
O007080,C01456,K040,R0026,2025-07-22,33,51,Delivered,1327,113,935,4.0,12,Credit Card,Dunzo,Cloudy,Low,Dinner,Express,NONE,No Discount,Ingredient Delay,Rider Delay
O007081,C02940,K027,R0491,2025-05-04,32,15,Delivered,585,194,329,3.4,10,Cash,Dunzo,Rainy,Low,Lunch,Normal,FIRST50,Percentage,Staff Shortage,
O007082,C00841,K044,R0070,2026-11-14,18,38,Delivered,539,90,329,4.5,11,Debit Card,Shadowfax,Rainy,Medium,Breakfast,Normal,NONE,Percentage,,Traffic
O007083,C01212,K026,R0219,2026-09-22,26,22,Delivered,454,62,351,3.7,4,Debit Card,Porter,Rainy,High,Evening,Express,FESTIVE20,Flat,Ingredient Delay,
O007084,C01029,K021,R0108,2025-06-30,30,49,Delivered,254,124,193,4.3,11,UPI,Dunzo,Sunny,High,Breakfast,Normal,NONE,No Discount,Equipment Issue,Traffic
O007085,C02945,K025,R0372,2025-09-26,35,26,Delivered,218,82,147,3.4,4,UPI,Dunzo,Cloudy,High,Lunch,Express,FIRST50,No Discount,High Order Volume,
O007086,C02570,K007,R0083,2025-05-01,36,19,Delivered,930,46,587,4.7,2,Wallet,Shadowfax,Cloudy,High,Lunch,Normal,NONE,Flat,Staff Shortage,
O007087,C00118,K015,R0008,2025-09-03,31,38,Delivered,902,94,686,4.4,14,Wallet,Shadowfax,Rainy,Low,Evening,Normal,SAVE50,No Discount,Staff Shortage,Rider Delay
O007088,C01734,K039,R0431,2026-12-19,17,41,Delivered,257,33,164,3.4,9,UPI,Porter,Sunny,Low,Dinner,Express,NONE,Percentage,,Traffic
O007089,C02255,K018,R0071,2025-02-07,39,17,Delivered,418,136,239,4.4,14,Credit Card,In-House,Sunny,High,Lunch,Express,FESTIVE20,No Discount,Ingredient Delay,
O007090,C02460,K032,R0236,2026-05-10,40,28,Delivered,214,194,143,5.0,15,UPI,In-House,Cloudy,High,Dinner,Normal,NONE,Flat,Ingredient Delay,
O007091,C02966,K030,R0265,2025-12-31,35,21,Delivered,704,51,401,3.2,9,Cash,Dunzo,Cloudy,High,Lunch,Normal,SAVE50,Percentage,Staff Shortage,
O007092,C00251,K033,R0221,2026-09-20,29,56,Delivered,1095,185,680,3.0,6,Debit Card,In-House,Rainy,Low,Lunch,Express,FESTIVE20,Flat,High Order Volume,Customer Unavailable
O007093,C00171,K004,R0466,2025-03-18,13,55,Delivered,1019,167,737,3.4,13,Cash,In-House,Rainy,Medium,Evening,Normal,WELCOME100,Percentage,,Rider Delay
O007094,C02888,K045,R0367,2025-12-11,28,44,Delivered,966,147,615,4.1,6,Credit Card,Dunzo,Rainy,Low,Evening,Normal,FESTIVE20,Percentage,Equipment Issue,Rider Delay
O007095,C01629,K048,R0186,2026-07-16,16,48,Delivered,655,119,385,4.0,6,Debit Card,In-House,Sunny,High,Evening,Normal,WELCOME100,Flat,,Customer Unavailable
O007096,C02088,K027,R0343,2026-08-29,20,27,Delivered,540,31,308,3.5,5,Debit Card,In-House,Sunny,Medium,Dinner,Normal,SAVE50,Flat,,
O007097,C02229,K024,R0098,2026-11-17,21,19,Delivered,928,4,583,4.0,11,Debit Card,Shadowfax,Sunny,Medium,Lunch,Express,SAVE50,Percentage,,
O007098,C01645,K045,R0101,2026-08-09,38,50,Delivered,1069,72,709,3.1,8,Debit Card,In-House,Rainy,Medium,Evening,Express,FESTIVE20,No Discount,Equipment Issue,Heavy Rain
O007099,C02239,K026,R0363,2025-08-20,36,50,Delivered,528,123,411,4.4,6,UPI,Shadowfax,Rainy,High,Evening,Normal,WELCOME100,No Discount,Equipment Issue,Traffic
O007100,C02594,K005,R0198,2025-08-16,13,18,Cancelled,839,66,540,4.2,14,Credit Card,Shadowfax,Cloudy,Low,Evening,Normal,NONE,No Discount,,Customer Unavailable
O007101,C01982,K025,R0139,2026-05-31,10,38,Delivered,587,81,359,4.7,8,Credit Card,In-House,Cloudy,High,Lunch,Express,WELCOME100,Flat,,Customer Unavailable
O007102,C02945,K020,R0305,2025-06-29,25,20,Delivered,1366,55,852,3.6,9,Wallet,Shadowfax,Sunny,High,Lunch,Express,FIRST50,No Discount,,
O007103,C02960,K027,R0264,2025-03-21,38,33,Delivered,905,17,695,4.1,5,Wallet,Shadowfax,Sunny,Medium,Lunch,Normal,FIRST50,No Discount,High Order Volume,Customer Unavailable
O007104,C02900,K023,R0493,2026-04-20,24,29,Delivered,1013,8,691,4.2,12,UPI,Shadowfax,Rainy,Medium,Evening,Normal,SAVE50,Flat,,
O007105,C02968,K036,R0264,2025-02-25,31,53,Delivered,1447,88,940,4.4,11,Cash,Shadowfax,Rainy,Low,Lunch,Express,SAVE50,Flat,Equipment Issue,Rider Delay
O007106,C00686,K020,R0407,2026-09-22,38,51,Delivered,555,193,309,3.6,15,UPI,Porter,Cloudy,Medium,Dinner,Express,FIRST50,Flat,Ingredient Delay,Customer Unavailable
O007107,C02377,K030,R0500,2026-03-07,18,25,Delivered,1455,120,938,3.5,6,Wallet,In-House,Rainy,High,Lunch,Normal,NONE,Percentage,,
O007108,C02755,K038,R0346,2025-05-09,13,19,Delivered,1444,37,1022,3.5,14,Credit Card,In-House,Cloudy,High,Lunch,Normal,FIRST50,Flat,,
O007109,C02116,K021,R0179,2026-07-18,14,24,Delivered,1009,43,714,3.8,15,Debit Card,In-House,Cloudy,Medium,Lunch,Normal,SAVE50,Percentage,,
O007110,C02067,K006,R0383,2026-03-14,22,58,Delivered,1054,147,817,5.0,5,Credit Card,Porter,Cloudy,Low,Lunch,Normal,FIRST50,Flat,,Rider Delay
O007111,C02697,K023,R0262,2026-06-04,10,19,Delivered,552,147,318,4.5,3,Cash,Dunzo,Rainy,Medium,Lunch,Normal,FESTIVE20,No Discount,,
O007112,C00220,K050,R0151,2025-12-17,30,32,Delivered,1358,8,817,3.6,6,Wallet,Shadowfax,Sunny,Low,Dinner,Normal,NONE,No Discount,Equipment Issue,Traffic
O007113,C01953,K039,R0053,2026-08-13,19,18,Delivered,970,143,543,4.4,5,Debit Card,Porter,Cloudy,High,Dinner,Normal,FIRST50,Percentage,,
O007114,C01547,K046,R0272,2025-05-28,34,57,Delivered,563,128,331,3.1,6,Debit Card,In-House,Sunny,High,Dinner,Normal,SAVE50,Flat,High Order Volume,Heavy Rain
O007115,C02843,K031,R0323,2025-03-02,22,35,Delivered,515,76,368,4.0,4,Wallet,Dunzo,Cloudy,Low,Lunch,Express,FIRST50,No Discount,,Rider Delay
O007116,C02305,K031,R0211,2026-01-07,33,53,Delivered,713,192,545,4.5,2,Debit Card,Shadowfax,Rainy,Low,Breakfast,Express,NONE,Percentage,High Order Volume,Heavy Rain
O007117,C01512,K029,R0482,2026-03-19,23,26,Delivered,455,121,266,3.4,7,Wallet,Dunzo,Rainy,Medium,Dinner,Express,FIRST50,Percentage,,
O007118,C00206,K027,R0188,2025-07-15,24,18,Delivered,737,30,435,4.5,6,Credit Card,In-House,Sunny,Low,Evening,Normal,WELCOME100,No Discount,,
O007119,C02979,K045,R0190,2025-01-09,14,26,Delivered,491,157,277,4.7,11,Credit Card,Shadowfax,Sunny,High,Dinner,Normal,SAVE50,Flat,,
O007120,C02980,K003,R0379,2025-04-02,34,56,Delivered,1070,106,688,4.9,9,Credit Card,Shadowfax,Rainy,Low,Evening,Express,FESTIVE20,Flat,Ingredient Delay,Traffic
O007121,C02366,K035,R0374,2025-10-09,31,36,Delivered,520,67,303,3.5,8,Debit Card,Dunzo,Sunny,Low,Evening,Normal,WELCOME100,Percentage,Staff Shortage,Customer Unavailable
O007122,C01370,K047,R0463,2025-02-05,16,21,Delivered,525,29,407,3.7,9,UPI,In-House,Sunny,High,Evening,Normal,FESTIVE20,No Discount,,
O007123,C02462,K028,R0090,2025-04-13,29,47,Delivered,1260,21,917,4.0,5,Credit Card,Porter,Sunny,Low,Breakfast,Express,FIRST50,No Discount,Staff Shortage,Rider Delay
O007124,C00536,K043,R0395,2026-02-16,34,56,Delivered,793,22,481,4.2,7,UPI,Porter,Rainy,Medium,Dinner,Express,FESTIVE20,Flat,Equipment Issue,Heavy Rain
O007125,C02265,K003,R0099,2026-03-26,34,48,Delivered,1109,82,614,4.6,9,Cash,In-House,Rainy,Medium,Evening,Normal,FIRST50,Percentage,Staff Shortage,Customer Unavailable
O007126,C02389,K030,R0149,2026-03-11,26,59,Delivered,827,57,517,4.8,2,Cash,Dunzo,Cloudy,Low,Lunch,Express,WELCOME100,Flat,Staff Shortage,Customer Unavailable
O007127,C02891,K008,R0071,2026-01-14,34,58,Delivered,1394,94,1103,3.7,9,Debit Card,In-House,Cloudy,Medium,Breakfast,Normal,FESTIVE20,Flat,High Order Volume,Rider Delay
